tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,PUMA2020code,PUMA2020name,school_district_code,school_district_name,zip5_zcta2020
9003487201,9110487201,4872.01,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,20202,Connecticut River North,132,South Windsor,06074
9003487202,9110487202,4872.02,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,20202,Connecticut River North,132,South Windsor,06074
9003514101,9110514101,5141.01,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06042
9003520302,9110520302,5203.02,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
9003520301,9110520301,5203.01,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
9003524300,9110524300,5243,Enfield,900325990,911025990,Hartford,9003,Capitol Planning Region,9110,20202,Connecticut River North,49,Enfield,06082
9003524700,9110524700,5247,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06106
9003524400,9110524400,5244,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06120
9003524600,9110524600,5246,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06105
9015903101,9150903101,9031.01,Putnam,901562710,915062710,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,116,Putnam,06260
9015904102,9150904102,9041.02,Killingly,901540500,915040500,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,69,Killingly,06239
9015905101,9150905101,9051.01,Brooklyn,901509190,915009190,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn,06234
9015800502,9180800502,8005.02,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,163,Windham,06280
9015903102,9150903102,9031.02,Putnam,901562710,915062710,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,116,Putnam,06260
9015901102,9150901102,9011.02,Woodstock,901588190,915088190,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,169,Woodstock,06281
9015901101,9150901101,9011.01,Woodstock,901588190,915088190,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,169,Woodstock,06281
9015904101,9150904101,9041.01,Killingly,901540500,915040500,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,69,Killingly,06241
9015800501,9180800501,8005.01,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,163,Windham,06256
9015905102,9150905102,9051.02,Brooklyn,901509190,915009190,Windham,9015,Northeastern Connecticut Planning Region,9150,20204,Northeastern Planning Region & Stafford Town,19,Brooklyn,06234
9009142700,9170142700,1427,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06512
9011714104,9180714104,7141.04,Colchester,901115910,918015910,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,28,Colchester,06415
9011870704,9180870704,8707.04,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,45,East Lyme,06357
9011870701,9180870701,8707.01,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,45,East Lyme,06357
9011705102,9180705102,7051.02,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,137,Stonington,06379
9011705101,9180705101,7051.01,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,137,Stonington,06379
9011870300,9180870300,8703,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,95,New London,06320
9013529100,9110529100,5291,Bolton,901306260,911006260,Tolland,9013,Capitol Planning Region,9110,20203,Capitol East,12,Bolton,06043
9013530100,9110530100,5301,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
9003524100,9110524100,5241,Marlborough,900345820,911045820,Hartford,9003,Capitol Planning Region,9110,20203,Capitol East,208,Region 8,06447
9013530301,9110530301,5303.01,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
9013530302,9110530302,5303.02,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
9013530400,9110530400,5304,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
9013530500,9110530500,5305,Vernon,901378250,911078250,Tolland,9013,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
9013881100,9110881100,8811,Mansfield,901344910,911044910,Tolland,9013,Capitol Planning Region,9110,20203,Capitol East,219,Region 19,06250
9013850200,9110850200,8502,Coventry,901317800,911017800,Tolland,9013,Capitol Planning Region,9110,20203,Capitol East,32,Coventry,06238
9003420400,9110420400,4204,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
9009141500,9170141500,1415,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06511
9009141600,9170141600,1416,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06511
9009141800,9170141800,1418,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06511
9009141900,9170141900,1419,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06511
9009142100,9170142100,1421,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,20501,New Haven Town,93,New Haven,06511
9011690800,9180690800,6908,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,95,New London,06320
9011690900,9180690900,6909,New London,901152350,918052350,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,95,New London,06320
9011693500,9180693500,6935,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,152,Waterford,06385
9011693600,9180693600,6936,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,152,Waterford,06375
9011696800,9180696800,6968,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,104,Norwich,06360
9011697000,9180697000,6970,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,104,Norwich,06360
9007610300,9130610300,6103,Clinton,900715350,913015350,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,27,Clinton,06413
9011702300,9180702300,7023,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,59,Groton,06340
9011702400,9180702400,7024,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,59,Groton,06340
9001042600,9190042600,426,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06851
9001042900,9190042900,429,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06850
9001071000,9120071000,710,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06605
9001071100,9120071100,711,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06605
9001071200,9120071200,712,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06605
9001071300,9120071300,713,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06604
9001071400,9120071400,714,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06604
9003430100,9110430100,4301,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
9001071600,9120071600,716,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06604
9003487100,9110487100,4871,South Windsor,900371390,911071390,Hartford,9003,Capitol Planning Region,9110,20202,Connecticut River North,132,South Windsor,06074
9001043400,9190043400,434,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06851
9001043500,9190043500,435,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06851
9001071900,9120071900,719,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001072000,9120072000,720,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06604
9001072200,9120072200,722,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001043600,9190043600,436,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06851
9001072300,9120072300,723,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001072400,9120072400,724,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001072500,9120072500,725,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9011705400,9180705400,7054,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,137,Stonington,06378
9011716101,9180716101,7161.01,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,45,East Lyme,06333
9011695202,9180695202,6952.02,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,86,Montville,06370
9011711100,9180711100,7111,Sprague,901171670,918071670,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,133,Sprague,06330
9011705200,9180705200,7052,Stonington,901173770,918073770,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,137,Stonington,06378
9011701100,9180701100,7011,Ledyard,901142600,918042600,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,72,Ledyard,06339
9001072600,9120072600,726,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001072700,9120072700,727,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9001043900,9190043900,439,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06854
9001043700,9190043700,437,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06850
9001072800,9120072800,728,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06606
9011693300,9180693300,6933,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,152,Waterford,06385
9011714101,9180714101,7141.01,Colchester,901115910,918015910,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,28,Colchester,06415
9011707100,9180707100,7071,North Stonington,901155500,918055500,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,102,North Stonington,06359
9011701200,9180701200,7012,Ledyard,901142600,918042600,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,72,Ledyard,06335
9011695201,9180695201,6952.01,Montville,901148900,918048900,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,86,Montville,06382
9011650100,9130650100,6501,Lyme,901144210,913044210,New London,9011,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,218,Region 18,06371
9011696600,9180696600,6966,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,104,Norwich,06360
9011693400,9180693400,6934,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,152,Waterford,06385
9001044000,9190044000,440,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06854
9001044100,9190044100,441,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06854
9001044200,9190044200,442,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06855
9001073000,9120073000,730,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06610
9001073200,9120073200,732,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06610
9001073300,9120073300,733,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06610
9001073400,9120073400,734,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06610
9001073500,9120073500,735,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06608
9001073700,9120073700,737,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06610
9001073800,9120073800,738,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06608
9001074300,9120074300,743,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06607
9001074400,9120074400,744,Bridgeport,900108070,912008070,Fairfield,9001,Greater Bridgeport Planning Region,9120,20701,Bridgeport Town,15,Bridgeport,06607
9001080100,9120080100,801,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06614
9001021801,9190021801,218.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06906
9001021802,9190021802,218.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06906
9001080200,9120080200,802,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06615
9001080500,9120080500,805,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06615
9001080600,9120080600,806,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06615
9001080700,9120080700,807,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06615
9001044300,9190044300,443,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06855
9001044400,9190044400,444,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06855
9001044500,9190044500,445,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06854
9001044600,9190044600,446,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,20803,Norwalk & Westport Towns,103,Norwalk,06853
9001090700,9120090700,907,Trumbull,900177200,912077200,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,144,Trumbull,06611
9001110100,9140110100,1101,Shelton,900168170,914068170,Fairfield,9001,Naugatuck Valley Planning Region,9140,20603,Naugatuck Valley South,126,Shelton,06484
9001200302,9190200302,2003.02,Bethel,900104720,919004720,Fairfield,9001,Western Connecticut Planning Region,9190,20804,Western North,9,Bethel,06801
9001210300,9190210300,2103,Danbury,900118500,919018500,Fairfield,9001,Western Connecticut Planning Region,9190,20804,Western North,34,Danbury,06810
9001080900,9120080900,809,Stratford,900174190,912074190,Fairfield,9001,Greater Bridgeport Planning Region,9120,20702,Bridgeport Suburban,138,Stratford,06614
9011693700,9180693700,6937,Waterford,901180280,918080280,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,152,Waterford,06375
9011716102,9180716102,7161.02,East Lyme,901123400,918023400,New London,9011,Southeastern Connecticut Planning Region,9180,20301,Shoreline Southeastern,45,East Lyme,06333
9011713100,9180713100,7131,Bozrah,901106820,918006820,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,13,Bozrah,06334
9011696500,9180696500,6965,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,20302,Inland Southeastern,104,Norwich,06360
9003405600,9140405600,4056,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,20602,Naugatuck Valley North,17,Bristol,06010
9003510200,9110510200,5102,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
9003510400,9110510400,5104,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
9003510300,9110510300,5103,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
9003492400,9110492400,4924,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
9003405200,9140405200,4052,Bristol,900308490,914008490,Hartford,9003,Naugatuck Valley Planning Region,9140,20602,Naugatuck Valley North,17,Bristol,06010
9001022201,9190022201,222.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06902
9001022202,9190022202,222.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06902
9001022101,9190022101,221.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06902
9001022102,9190022102,221.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06902
9001020302,9190020302,203.02,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06903
9001020301,9190020301,203.01,Stamford,900173070,919073070,Fairfield,9001,Western Connecticut Planning Region,9190,20801,Stamford & Greenwich Towns,135,Stamford,06903
9003415300,9110415300,4153,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003492500,9110492500,4925,Wethersfield,900384900,911084900,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
9003494100,9110494100,4941,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003494201,9110494201,4942.01,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003494202,9110494202,4942.02,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003494300,9110494300,4943,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003510700,9110510700,5107,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
9003510900,9110510900,5109,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
9003510800,9110510800,5108,East Hartford,900322630,911022630,Hartford,9003,Capitol Planning Region,9110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
9003502300,9110502300,5023,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06114
9003415500,9110415500,4155,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003415600,9110415600,4156,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003415700,9110415700,4157,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
9003415800,9110415800,4158,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
9003415900,9110415900,4159,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003416000,9110416000,4160,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003416100,9110416100,4161,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003494400,9110494400,4944,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003494500,9110494500,4945,Newington,900352140,911052140,Hartford,9003,Capitol Planning Region,9110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
9003502400,9110502400,5024,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06114
9003416200,9110416200,4162,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003416300,9110416300,4163,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003416400,9110416400,4164,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
9003416600,9110416600,4166,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003416700,9110416700,4167,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003416800,9110416800,4168,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003417100,9110417100,4171,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
9003417400,9110417400,4174,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9003417500,9110417500,4175,New Britain,900350440,911050440,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
9007590102,9130590102,5901.02,Haddam,900735230,913035230,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,217,Region 17,06441
9007680102,9130680102,6801.02,Westbrook,900781680,913081680,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,154,Westbrook,06498
9007630101,9130630101,6301.01,Essex,900726270,913026270,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,204,Region 4,06442
9007590101,9130590101,5901.01,Haddam,900735230,913035230,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,217,Region 17,06438
9007680101,9130680101,6801.01,Westbrook,900781680,913081680,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,154,Westbrook,06498
9007541301,9130541301,5413.01,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,83,Middletown,06457
9007541302,9130541302,5413.02,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,83,Middletown,06457
9007630102,9130630102,6301.02,Essex,900726270,913026270,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,20400,Lower Connecticut River Valley,204,Region 4,06426
9003504800,9110504800,5048,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06106
9003420500,9110420500,4205,Plainville,900360120,911060120,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
9003430201,9110430201,4302.01,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
9003430302,9110430302,4303.02,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06479
9003430602,9110430602,4306.02,Southington,900370550,911070550,Hartford,9003,Capitol Planning Region,9110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
9003497700,9110497700,4977,West Hartford,900382590,911082590,Hartford,9003,Capitol Planning Region,9110,20208,Capitol West,155,West Hartford,06117
9003500200,9110500200,5002,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06114
9003500300,9110500300,5003,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,20201,Hartford Town,64,Hartford,06106
